412,287,5
3713,2971,4
5848,1237,5
4240,3292,4
326,3481,3
3757,1887,4
1880,1319,4
4375,2066,4
2655,2079,1
531,2244,3
4624,2758,3
4115,897,5
4537,1999,4
1451,2245,5
3464,506,5
129,2919,3
1842,3013,4
352,1215,5
929,1278,1
3205,50,5
650,2848,5
2010,1992,2
5811,2729,2
4703,2694,4
802,1356,4
4904,2752,5
5395,24,2
1683,2428,4
1988,3600,4
2436,387,2
1955,24,4
543,207,4
3690,79,2
2146,1204,4
426,1849,4
1793,2918,1
5466,1767,5
2340,438,4
1501,1085,4
3204,2723,5
218,957,3
1317,50,4
1926,3720,5
2020,1354,5
3562,447,2
4090,1282,2
1297,1960,5
1246,1355,3
3443,1251,3
4412,353,4
388,1157,5
1394,1023,5
4884,910,4
531,3828,4
2751,1664,4
3001,984,4
1150,433,2
3705,2822,4
4480,2410,2
157,1727,3
4675,477,4
2990,361,4
5614,176,4
1903,245,3
2621,1936,2
1135,1193,5
5876,315,4
2054,3039,3
889,568,2
4579,2140,4
2513,1275,4
3205,3046,5
5771,1222,4
5844,3107,5
1383,3458,4
245,538,5
4261,1,5
4957,1950,3
1285,290,2
2561,1696,3
2452,1077,4
1962,294,4
4926,220,4
1382,901,4
1794,190,2
1087,958,4
2335,3746,4
5209,2047,4
3406,590,5
5289,1933,2
5788,2644,5
3149,3109,4
4808,1566,3
5367,1215,4
1685,1262,4
1038,3477,1
5990,1185,3
2857,1077,3
1447,2355,4
3205,1183,4
576,2648,3
352,1721,2
2841,1573,2
1008,3356,4
4355,2596,5
1928,2822,5
264,3456,3
3929,1274,1
3675,1064,4
1017,1088,3
754,2461,3
2203,771,5
5550,1231,5
166,3331,4
3735,590,4
1181,2226,2
5675,1284,4
5786,1932,3
3904,294,4
5341,2027,2
3965,171,3
1522,2503,5
3229,2044,5
1912,728,1
5367,1442,1
137,1540,4
2825,3378,5
543,2882,3
2118,2840,5
1880,1914,3
2986,1576,5
4028,2885,1
2103,1230,5
307,1233,5
4256,1233,4
4043,3286,3
4911,2560,3
4543,2189,3
5885,2256,4
3731,185,1
1272,354,4
3908,1230,4
2529,1204,3
314,3295,4
3389,1451,3
2757,1228,4
2904,524,5
5966,193,4
2889,591,3
4387,1133,4
5555,376,1
3916,540,4
5627,752,2
4608,1664,3
4257,552,3
5541,1179,4
386,913,4
3725,1683,2
155,407,2
4179,432,4
3823,3067,4
4837,2348,3
5526,2280,4
1246,592,5
2826,3608,2
2024,100,5
3540,1557,5
2253,431,3
5938,414,3
4658,1966,2
1354,3196,5
2060,341,3
4299,47,4
58,1086,4
5960,2438,5
3497,2695,5
1058,1082,3
5443,1266,4
984,2093,2
424,1085,4
4497,3379,3
5812,2821,4
828,1843,3
5319,1645,4
3394,2459,3
4312,3828,4
3475,1208,4
1365,3484,2
1385,3861,4
55,316,5
4663,2410,3
1127,795,3
2793,2858,3
4053,98,3
4801,2058,3
506,3205,3
4732,3128,5
139,2012,3
5648,1826,3
1101,2403,3
4498,2530,2
2453,1382,4
4508,2966,4
442,2306,3
2899,410,3
2544,1894,4
4305,3567,5
3596,909,4
117,1518,3
5269,3260,5
2436,3080,4
2212,2554,1
2505,3555,4
2761,1814,1
2109,2735,3
549,1358,2
1202,377,4
1448,2422,3
2164,2177,4
5614,1275,4
2627,1817,3
3967,1223,3
5140,3683,4
3216,2984,3
1767,1743,2
193,3085,4
5747,2402,3
161,1288,5
948,984,4
2896,3409,4
4447,2900,3
5981,584,2
3402,908,5
3683,2634,3
5733,984,4
1383,47,4
1541,1367,5
3378,1221,4
4425,589,3
3729,2694,5
4277,1219,5
3410,1933,2
3536,1701,2
529,1951,5
1733,3550,3
3118,1273,5
5988,2531,4
5198,1372,3
2590,832,3
5643,1215,5
2634,1846,4
3193,1697,4
934,3037,3
3196,3792,5
5227,2549,5
4247,913,4
5980,2619,3
651,1275,5
6035,1601,1
1033,1732,2
5853,2624,5
1523,1886,4
1343,1308,1
880,1645,3
873,1881,4
1467,2704,3
3947,912,5
3004,1657,4
2136,1421,3
1470,2796,2
1266,2790,5
973,540,2
4948,2736,5
1497,10,4
57,47,4
5803,39,1
1573,2879,5
3301,1187,4
4510,2134,3
4386,1075,5
4653,1252,3
5915,70,5
2381,2615,4
843,2790,5
566,2058,2
1130,590,4
3983,2807,3
5153,1957,5
2453,514,4
687,274,1
1733,374,3
302,1714,2
5543,1952,4
1019,908,1
752,2667,2
5291,2901,5
1611,477,3
1812,2560,4
5129,258,5
889,3356,2
3745,364,3
1592,2,3
3281,2881,4
4568,3070,2
5480,1717,4
3942,1913,1
5824,1272,5
1207,1240,3
924,454,4
1502,374,4
3761,3674,3
5300,3657,4
4682,1589,4
2796,3013,4
86,2694,5
5302,1635,3
2459,1373,3
4774,1885,4
4859,1483,4
3135,2006,2
1671,828,4
1701,1479,3
5323,3108,2
2426,960,3
1230,2360,4
2440,2120,3
5561,672,4
2878,1081,4
1605,2684,3
122,221,4
4560,586,4
1880,3772,2
5364,336,3
2966,1357,3
5173,1191,4
4437,3196,1
4801,3362,5
4933,2049,5
2948,3497,2
678,2800,2
5054,2298,4
1884,828,4
671,1367,4
4334,329,3
1974,3090,4
5103,3188,3
524,552,5
4344,2960,4
5528,1062,5
4666,3350,4
5397,1849,1
3412,1608,4
2665,2184,1
5161,364,2
4220,2301,4
5357,2694,5
3108,2285,3
5614,1284,4
3101,2200,4
2656,1530,5
3880,1193,3
2424,2654,4
1128,1226,4
2971,1230,5
2129,3695,3
971,1645,2
4742,3199,4
1755,1,4
4578,1114,4
706,2844,3
4354,410,4
5466,1172,5
3751,2618,4
4411,898,5
5684,771,1
4673,1086,5
795,2256,4
3518,905,5
5440,1164,4
2820,1195,5
3310,1215,5
1676,341,4
5264,2175,4
2777,460,3
1117,2735,3
1303,699,3
5643,234,3
3210,1891,4
4351,476,3
818,2615,3
3464,3187,3
5322,2965,2
4114,1376,4
288,3842,4
1611,1082,4
1941,451,3
2872,161,5
5738,1181,4
1150,736,5
1884,1193,3
866,1179,4
752,2234,3
772,2813,3
504,911,5
5892,1376,4
4053,1449,3
3224,2284,3
973,2648,2
2153,429,4
5831,1883,3
5812,1918,1
953,687,4
5605,316,3
4979,2975,1
2220,1974,3
3208,1355,3
396,3279,4
2909,2266,5
3207,1047,5
568,353,5
4682,943,4
40,2680,3
1680,2415,5
4958,548,4
3700,3193,4
5234,34,4
4336,716,5
3274,3372,4
1426,3370,1
5443,2194,3
543,2642,3
4879,1224,3
2428,1257,5
4407,602,3
752,32,5
3825,2850,3
3967,1844,3
2329,3266,4
2529,3683,4
117,3873,1
1681,1888,4
10,1540,5
4626,1761,5
450,3130,4
1912,1069,5
3203,3080,5
2106,3723,2
5656,1117,4
5744,2093,3
2050,2272,4
4222,1953,5
5686,47,3
5359,584,4
2149,1904,3
4334,187,4
52,3045,3
5498,34,4
4784,548,3
5496,2937,4
948,2577,4
4482,1003,4
1053,2243,3
3983,1386,3
4579,489,4
1957,1064,4
3648,3372,2
5788,1904,4
4286,2519,4
5053,1899,4
270,2891,4
5614,1884,4
1710,535,5
3821,1189,5
621,3431,4
2304,2493,4
1552,2678,3
5856,1952,3
4119,3566,4
5862,1808,5
3184,2106,4
1099,3027,5
4451,583,2
1004,1016,4
1329,1569,4
5190,1960,3
2952,1204,5
1130,3293,5
543,2094,2
1496,2260,3
1587,2386,4
2847,2099,4
5673,2223,3
891,1841,2
2203,3326,4
5002,524,5
5664,1978,5
4089,2804,4
3265,1669,4
2170,1267,5
997,1673,4
4100,1285,4
4122,3772,2
344,1112,3
1863,911,5
2872,2822,5
2383,931,4
1034,3756,2
3693,471,4
1017,468,3
4042,494,4
4763,3687,3
1194,3184,4
6016,3320,2
4791,605,4
5812,2326,3
1337,2778,3
4244,2500,3
2772,2952,4
2565,2313,2
524,2790,5
1793,1929,4
3371,1029,5
922,353,5
3778,1399,3
5082,3025,3
4155,2648,5
4169,2234,4
4888,524,5
644,164,4
4028,1197,5
206,2589,1
1584,520,2
4887,1030,5
655,1285,3
4312,2832,2
1613,3317,2
2082,2253,3
6018,258,4
1005,3847,4
2304,1893,4
4167,3483,2
3618,1301,3
242,2811,2
4372,2631,4
4975,2285,4
1409,1064,5
5282,1843,1
2457,2751,4
1920,2069,4
4586,2434,5
2423,1079,4
5468,3225,2
840,3540,4
2628,3295,5
1030,3556,4
5988,2256,5
5543,1208,3
2116,2331,4
4508,2328,4
5597,327,5
1952,2613,1
293,3278,1
3265,2445,2
3618,204,2
4997,702,4
4694,1929,2
5801,3184,5
660,1534,2
2778,2992,5
5915,94,3
2724,927,2
2109,536,3
5021,477,1
3727,475,1
2959,2984,5
4980,1893,4
2572,25,5
4995,1170,5
5242,2938,4
2830,1239,4
1961,1354,4
2456,2874,3
1972,1884,5
3935,3723,4
5337,361,4
4995,2038,3
265,3291,4
1265,3677,3
2507,143,4
1530,2971,4
1354,1370,5
543,404,5
5922,301,5
2092,1157,3
2352,1318,3
5085,1877,5
3182,1073,1
4007,2876,3
4868,1544,3
2171,2864,5
1038,2803,4
5565,2532,4
5041,1200,3
1317,605,5
1524,1669,4
5347,842,4
5782,1373,3
1246,739,4
4386,2891,4
4169,2311,2
3686,3620,2
5728,1370,4
2999,1247,3
2990,1079,4
4705,1587,5
4353,3036,3
5001,506,3
1448,1313,3
1185,411,4
5475,3667,5
2451,3702,3
4926,536,4
3229,1243,2
1241,477,4
1022,2758,1
4462,2615,4
2305,1848,1
1119,1893,4
2955,1334,4
693,538,5
5349,221,3
4345,3044,4
3564,1385,4
4684,1277,3
929,3107,4
5516,2813,4
3808,2197,1
558,1065,4
3058,1583,4
2407,920,3
5302,2238,1
3540,377,4
3483,3201,4
5723,3046,4
796,3079,3
4301,1187,5
604,1386,3
4354,1358,5
914,901,4
2858,1046,3
1019,2355,3
2106,2204,4
4786,3458,4
2541,2724,4
4344,2810,1
2775,1576,5
2840,3092,4
629,1953,4
5690,908,2
5220,1075,4
2168,666,5
392,3107,4
4454,81,1
621,379,1
3265,2694,4
4016,3571,3
3091,1629,4
380,540,4
1988,3481,5
1628,111,3
4344,2221,4
714,1558,4
4666,46,3
4079,895,4
3507,1202,5
3982,1258,4
1624,1841,4
4000,779,4
2889,1180,4
2368,3460,4
4344,3135,5
1698,3101,4
5014,2609,3
928,2092,5
485,1246,4
669,2513,2
798,591,3
482,1870,2
1586,1265,5
957,193,4
4227,1852,3
4186,1259,4
2453,587,5
5093,1079,3
3693,497,3
4096,1408,3
3513,2572,4
4708,3828,5
5843,2848,1
3439,607,4
5755,3358,3
3727,172,2
2832,1212,5
186,1950,5
1241,3503,4
3587,1574,5
692,1841,4
2506,891,5
5986,3003,4
5755,1186,4
1291,3251,3
4578,3206,4
4028,2775,1
4600,1047,2
4567,3413,5
5538,2324,3
5623,1238,5
2066,346,5
4315,1008,4
4387,2015,4
2675,24,3
1284,1188,1
5347,1230,3
5504,491,5
5188,1046,5
4084,3080,4
123,2199,3
261,822,3
1592,2223,2
1680,402,1
5091,741,4
5259,3667,4
2041,1044,3
2496,1205,4
445,1849,4
3618,270,3
1335,1112,1
2934,937,3
3652,2285,4
1164,3037,3
4312,3638,4
192,1008,2
677,1390,5
3807,1492,4
1134,1059,4
2794,720,3
3929,2530,3
4683,2346,5
1600,1073,4
2125,25,4
5885,2927,2
192,159,1
5015,512,4
5386,2205,4
