0.19059,0.18211,0.087559,0.16684,0.17563,0.054663,0.34567,0.4781,0.17729,-0.006571
-0.056006,-0.18817,-0.040249,0.42083,-0.31938,-0.33155,-0.1651,1.0206,-0.062815,-0.05753
-0.50823,0.051548,0.42473,-0.044537,0.11845,-0.50483,-0.30161,0.42853,0.12692,0.51077
-0.03894,0.29328,-0.02927,0.54664,-0.27965,-0.58182,0.46645,0.28176,0.32681,-0.20532
-0.15177,-0.13156,-0.77257,-0.081413,-0.93763,-0.95353,-0.050052,-0.37589,-0.6648,-0.32527
-0.13106,0.22323,-0.17751,-0.1251,0.21862,0.047342,-0.19415,0.71368,-0.13306,0.50413
0.16023,0.39374,0.63587,-0.092077,0.0045803,-0.3475,0.12794,0.49561,0.069256,-0.21613
-0.41429,0.062036,0.41878,-0.4312,-0.0013157,-0.55958,0.37927,0.10243,0.35005,-0.065239
-0.2325,-0.24375,-0.0052378,-0.22281,-0.22621,-0.64857,-0.058132,0.2439,0.3167,-0.39911
0.19379,-0.0075095,0.10988,-0.35377,0.52618,-0.19475,0.39761,0.46339,0.29293,0.53625
-0.33862,-0.94604,-0.25371,-0.18961,-0.89649,-1.2611,-0.54553,-0.17783,0.0030642,0.11818
-0.077344,0.032981,0.11468,-0.11903,-0.12103,-0.54414,-0.105,0.27329,-0.058296,-0.37903
-0.032168,-0.022786,-0.3675,-0.35647,-0.04254,-0.48558,-0.3481,0.43414,0.27364,-0.39473
-0.34684,0.47514,-0.32683,0.23833,-0.10484,-0.53036,-0.46023,0.30765,-0.15441,0.26754
-0.47661,-0.41103,-0.028692,0.14025,-0.20565,-0.23275,-0.54968,0.57047,0.18739,-0.074792
-0.17702,0.21499,-0.22142,0.088538,-0.20145,-0.30593,0.39688,0.52651,0.2727,-0.4732
-0.010949,0.25344,0.40128,-0.1818,-0.056943,-0.71634,0.64082,0.14818,-0.10633,0.053745
-0.21094,0.4304,0.32464,-0.65536,-0.30688,-0.94211,0.13441,0.82515,-0.27147,0.38767
0.093419,-0.17043,0.23231,0.07605,-0.10426,-0.80074,-0.016951,0.17285,-0.38129,-0.49323
-0.16641,0.14738,0.29615,-0.071674,0.087951,-0.52115,0.26485,0.41182,0.13172,-0.045087
-0.56758,-0.70979,-0.386,-0.34764,-0.39703,-0.47892,-0.19049,-0.45487,-0.577,-0.42774
-0.3537,0.24054,0.14514,-0.26914,-0.98415,-0.57328,-0.24435,-0.1657,-0.10743,0.041627
-0.7912,-0.26349,-0.28841,-0.57196,0.15071,-0.33032,-0.16422,-0.095081,-0.25805,-0.58162
-0.028739,0.25842,-0.11693,-0.15106,-0.54647,-0.49746,0.59957,0.48652,0.075327,-0.1568
-0.84714,0.16228,0.29285,-0.5715,0.33127,-0.16132,0.089471,0.32422,0.1687,0.43904
-0.71129,-0.17116,-0.65336,0.10227,0.13759,-0.1293,-0.70245,0.16375,0.86276,-0.13002
-0.036299,0.39693,-0.59373,-0.077888,-0.7389,-1.1463,0.012595,0.12423,-0.087317,-0.44114
-0.41271,0.088565,-0.36927,-0.44489,-0.62508,-0.66189,0.10623,0.16006,-0.30757,0.04594
-0.84536,-0.068386,0.16736,-0.1099,-0.64936,-0.060874,-0.086678,0.13357,0.46061,-0.0047538
-0.25515,0.03749,0.041556,-0.17617,0.14709,-0.10895,-0.3225,0.28561,0.25202,-0.016087
0.037292,0.23195,0.19902,-0.35085,-0.077944,-0.23209,-0.20645,0.95443,-0.058885,-0.52048
-0.49725,-0.088679,-0.11909,-0.22146,-0.37822,-0.4048,0.26446,0.27295,0.069473,0.52164
-0.27832,0.15066,-0.11896,-0.18564,-0.07935,-0.025391,-0.4461,0.45557,0.35889,-0.63343
-0.31016,-0.75097,0.23157,-0.51696,0.045407,-0.40526,0.2417,0.63216,0.41591,0.10817
-0.40031,0.069024,-0.99108,0.091797,-0.2922,-1.0875,-0.14272,-0.003957,-0.64701,0.19928
-0.033191,-0.03843,0.18323,0.0076176,0.32812,-0.38081,0.73993,0.23135,0.48768,-0.27168
-0.3189,-0.081295,-0.17983,0.29533,-0.27648,-0.37554,0.074161,1.1263,-0.41671,1.0031
-0.18439,-0.11232,-0.29143,0.19136,0.088307,-0.57235,0.036526,0.81653,-0.041253,-0.060076
-0.21064,0.37501,-0.049437,-0.29057,-0.16928,-1.1129,0.10108,0.1307,0.0059009,0.23521
-0.23166,0.2639,-0.38189,-0.29066,0.056544,-0.60472,0.067124,0.42728,0.26828,-0.23431
0.40391,0.20362,-0.28481,-0.27035,-0.19153,-0.63705,-0.039537,0.86189,-0.28352,0.076525
-0.24714,0.12767,0.28513,-0.31801,-0.19373,-0.11476,-0.13646,0.42586,-0.27146,-0.24042
0.3184,0.18898,0.24635,0.08434,0.072695,-0.53339,0.47916,0.45995,0.16715,0.12698
-0.12797,-0.081368,-0.34193,-0.36906,0.21706,-0.56072,-0.044631,0.98527,-0.47757,0.21897
-0.71256,-0.29229,-1.0492,-0.73528,-0.29806,0.12262,-0.086488,0.75825,-0.36017,-0.080329
0.40747,-0.12775,-0.33166,-0.25837,-0.64879,0.54252,0.0013896,-0.12494,-0.50561,-1.0488
0.089264,0.11056,-0.24453,0.12567,-0.10285,-0.24533,0.089682,0.20382,-0.21626,0.16622
-0.42739,-0.10793,-0.35865,-0.25627,-0.022371,-0.54671,-0.33776,0.35644,0.035225,-0.20512
-0.26411,0.36837,-0.18195,-0.26869,-0.076602,-0.1844,0.25027,0.22161,0.66833,-0.2279
-0.42642,0.11034,-0.25562,-0.39738,-0.43766,-0.29865,-0.072246,0.27673,0.41427,0.12015
0.23187,-0.27952,-0.0056215,0.18057,0.07084,-0.26879,0.13363,0.35269,0.30617,-0.16173
-0.16057,-0.42481,0.23926,-0.22444,0.012623,-0.54932,-0.35854,0.24701,0.63997,-0.35152
0.15703,0.56439,0.60428,0.13838,-0.024609,-0.65853,0.94176,0.059768,0.36379,0.16535
-0.36534,0.017292,0.093336,0.023476,-0.053879,-0.59168,0.29566,-0.095554,0.15238,0.12109
0.032731,-0.16296,0.27312,-0.10666,0.27613,-0.088265,0.24716,0.59772,0.037258,-0.060905
-0.0012637,0.28743,-0.45354,-0.38973,0.47834,-0.40469,0.3457,0.34415,0.041012,-0.55676
-0.50248,0.39338,-0.73522,-0.41485,-0.37056,-1.1591,-0.077688,-0.27109,-0.10721,-0.0089826
-0.093459,0.38212,0.43055,-0.26942,-0.035417,-0.88933,0.41452,-0.031383,0.055444,0.0058228
-0.22509,0.014354,-1.0345,0.2057,0.13386,-0.49727,-0.42419,0.61223,-0.15185,0.065466
-0.45839,0.21115,-0.65651,-0.014182,0.75171,0.015276,-0.055628,0.94568,0.017188,-0.891
-0.26111,-0.26937,-0.19262,-0.33219,-0.23965,-0.50902,0.017456,0.47538,0.36739,-0.30991
0.13249,0.26713,-0.39954,-0.079961,-0.29409,-0.52019,0.00082312,0.27834,0.078016,0.089433
-0.44167,0.48114,-0.34919,-0.31581,-0.34214,-0.67967,0.32968,-0.050689,0.63741,-0.71938
0.27894,-0.21094,0.4137,0.06048,0.18922,-0.65064,0.45265,0.20718,-0.19888,0.18113
0.1085,-0.020807,0.56702,0.02935,0.25397,0.012012,0.099599,0.9306,0.17396,0.12485
-0.83871,-0.42167,0.5107,0.15453,0.10203,-0.65221,-0.1922,0.67642,0.072993,-0.17292
0.23643,0.56072,-0.30495,0.17177,-0.2859,-0.45151,0.38826,0.41874,-0.016443,0.33569
0.11929,0.45273,-0.15054,-0.05428,-0.71794,-0.53647,-0.090955,-0.12697,0.69885,0.75294
0.2514,0.04087,-0.31569,-0.029159,0.10626,-0.7048,0.46957,0.047826,0.19299,-0.0026803
-0.053872,-0.051607,0.22699,-0.11535,-0.050931,-0.85367,0.49786,0.051659,-0.15125,0.5024
-0.38657,0.00076073,0.38072,-0.19583,0.29801,0.037257,0.20204,0.37835,-0.29345,-0.24149
-0.3344,0.071087,0.06658,0.32119,-0.28203,-0.45674,-0.33783,0.63233,0.28255,0.68046
0.040802,0.097502,0.38669,-0.53642,-0.57709,-0.65567,-0.20658,0.16155,-0.21833,0.063625
-0.27806,0.65661,-0.26306,0.31634,-0.081468,-0.74924,-0.33186,-0.045666,0.49871,-0.067047
0.36196,-0.72061,0.038959,0.078133,1.1874,-0.32502,-0.16334,0.015257,-0.13973,-0.042287
-0.086741,0.24157,0.25774,-0.15233,0.11063,-0.69786,0.40498,0.12147,0.28353,-0.034332
-0.54919,0.59867,-0.13059,0.32248,-0.48784,-1.0658,0.12659,0.15533,0.10237,-0.37831
-0.13243,0.27,-0.38193,-0.4909,-0.49311,-0.58404,0.29263,-0.014508,0.1613,-0.017349
-0.055137,0.7083,-0.16433,-0.32823,-0.0067067,-0.94256,0.25517,0.017602,0.37957,-0.18688
0.0029585,0.18108,-0.022518,0.11999,0.17876,-0.28688,-0.4624,0.52488,0.61288,0.072527
-0.34614,0.23506,-0.089222,-0.31798,-0.89022,-0.81412,0.43594,0.38964,-0.17608,-0.61948
0.03288,0.18424,0.26811,0.13307,0.075158,-0.14513,0.19327,0.65907,0.45791,-0.0077798
-0.04498,-0.010347,0.020181,-0.43061,0.27848,-0.9323,-0.11943,0.85509,0.45346,0.87143
-0.31667,-0.27252,0.25515,-0.13713,-0.75872,-0.51956,-0.25938,0.79884,-0.0019413,-0.1364
-0.74937,-0.40125,-0.36048,0.12821,-0.40842,0.13219,0.080824,-0.35449,0.09287,-0.45162
-0.2491,0.15419,0.67582,0.14562,0.47992,0.3578,0.23678,0.39843,-0.037989,-0.10027
-0.67522,-1.5891,-0.23823,-0.11631,-0.31157,-0.43467,-1.4713,1.3857,-0.44516,-0.96162
-0.3695,0.30096,-0.1091,0.62539,-0.29312,-0.37129,0.025127,0.8043,0.30473,0.20638
0.37107,0.34726,-0.4803,-0.13977,0.013571,-0.071781,-0.85462,1.0226,0.77332,-0.28147
-0.48576,0.13341,0.20803,0.29914,-0.081328,-0.51043,0.089042,0.012271,-0.42783,-0.48486
-0.06663,0.11714,0.59586,-0.012426,0.24318,-0.49008,0.81281,0.68246,0.16856,0.10874
